date,year,month,day_of_week,hour,is_weekend,season,weather,temperature_c,humidity,windspeed_kmh,air_quality_index,holiday,working_day,fuel_price,traffic_index,app_active_users,promotion_active,city_zone,near_metro_station,special_event,bike_station_capacity,bike_demand
11-03-2025,2025,3,1,8,0,Spring,Clear,24.5,36,18.9,166,0,1,95.74,36.4,24265,0,Residential,1,0,335,755
02-02-2025,2025,2,6,10,1,Winter,Clear,16.2,46,5.7,122,0,0,93.77,74.8,46039,0,Commercial,0,0,59,647
07-03-2023,2023,3,1,10,0,Spring,Heavy Rain,28.9,74,17.8,121,0,1,99.19,53.8,34522,0,Residential,0,0,208,262
17-08-2024,2024,8,5,10,1,Summer,Clear,37.7,81,20,109,0,0,99.4,43,48774,0,Tourist Area,0,0,230,461
16-05-2025,2025,5,4,15,0,Spring,Cloudy,25.3,55,10,54,0,1,100.11,79.2,23000,0,University Area,1,0,445,788
29-06-2025,2025,6,6,5,1,Summer,Light Rain,36.4,72,20.2,92,0,0,104.61,59.9,45739,0,Residential,0,0,383,7
25-06-2023,2023,6,6,17,1,Summer,Mist,36.6,40,9.7,119,1,0,112.69,64,44689,0,Tourist Area,1,0,489,647
15-10-2023,2023,10,6,20,1,Autumn,Clear,28.5,38,10,144,0,0,97.28,88.9,35938,0,Commercial,0,0,123,708
11-12-2023,2023,12,0,14,0,Winter,Clear,13,57,17.2,126,0,1,107.67,39,21501,0,Business District,1,0,474,665
19-07-2025,2025,7,5,22,1,Summer,Mist,37.1,66,14.5,175,0,0,107.07,55.4,31724,0,Commercial,1,1,236,393
27-04-2025,2025,4,6,15,1,Spring,Mist,32.7,32,12.1,118,0,0,97,54.2,47435,0,Residential,0,0,295,383
12-10-2024,2024,10,5,8,1,Autumn,Light Rain,25.8,89,19.5,93,0,0,105.04,47.9,47568,0,Commercial,1,0,58,482
20-01-2025,2025,1,0,17,0,Winter,Clear,20.7,64,21.2,74,0,1,110.47,42.5,13654,0,Business District,1,0,74,752
17-07-2024,2024,7,2,7,0,Summer,Mist,32.2,45,9.3,122,1,0,104.48,81.6,49337,0,University Area,0,0,161,544
27-01-2025,2025,1,0,16,0,Winter,Cloudy,15.7,49,21,208,0,1,94.98,52.7,14431,0,Business District,0,0,466,454
20-05-2023,2023,5,5,18,1,Spring,Clear,23.7,51,10.6,114,0,0,95.92,54.3,16097,1,University Area,1,0,410,787
14-02-2024,2024,2,2,15,0,Winter,Cloudy,15.5,62,20.8,165,0,1,98.16,88.2,5431,1,Residential,1,0,114,545
14-07-2024,2024,7,6,5,1,Summer,Clear,38.5,79,17.8,104,1,0,116.04,50.1,43472,0,Residential,1,0,326,402
15-03-2024,2024,3,4,9,0,Spring,Light Rain,36.1,80,22.1,103,0,1,107.88,56.8,32606,0,Residential,0,0,302,503
08-04-2024,2024,4,0,17,0,Spring,Cloudy,24.9,63,15.8,164,0,1,98.27,54.1,38634,0,Residential,1,0,401,682
07-10-2024,2024,10,0,13,0,Autumn,Mist,24.8,52,6.3,137,0,1,100.15,81.3,47514,0,Commercial,1,0,192,731
22-09-2025,2025,9,0,15,0,Monsoon,Clear,31.5,49,14,110,0,1,104.67,60.1,27972,0,Business District,1,0,235,637
23-09-2025,2025,9,1,16,0,Monsoon,Clear,31.7,68,21.8,104,0,1,101.5,86.3,29601,0,Residential,0,0,317,458
08-05-2023,2023,5,0,12,0,Spring,Mist,30.2,54,12.2,80,0,1,102.19,69,21536,0,University Area,0,0,425,602
18-10-2024,2024,10,4,7,0,Autumn,Clear,15.5,63,19.3,153,0,1,100.36,86.3,8499,1,Business District,0,0,148,789
23-09-2023,2023,9,5,22,1,Monsoon,Cloudy,26.4,75,16.5,162,0,0,90.16,63.4,24632,0,Commercial,1,0,219,194
24-09-2025,2025,9,2,13,0,Monsoon,Mist,34.2,38,9,143,0,1,110.97,74,17658,0,Tourist Area,1,0,145,461
31-01-2024,2024,1,2,10,0,Winter,Cloudy,17,70,7.1,162,0,1,100.71,25,48122,0,Commercial,1,0,373,605
15-04-2025,2025,4,1,10,0,Spring,Clear,25,65,15.4,144,0,1,95.42,74.2,28991,1,Residential,0,0,191,808
04-09-2025,2025,9,3,18,0,Monsoon,Cloudy,30.9,68,15.8,45,0,1,101.24,58.4,21456,0,Business District,1,0,322,611
02-07-2025,2025,7,2,5,0,Summer,Mist,36,51,5.1,162,0,1,107.33,59.1,14992,0,Tourist Area,0,0,456,373
08-12-2023,2023,12,4,10,0,Winter,Clear,22.5,35,21.9,144,0,1,107.64,95.6,42199,0,Commercial,1,0,259,951
06-03-2024,2024,3,2,15,0,Spring,Heavy Rain,25.8,86,28.2,125,0,1,103.54,61.6,31636,1,Commercial,0,0,82,399
20-04-2023,2023,4,3,10,0,Spring,Cloudy,31.9,44,10.5,103,1,0,92.37,69.4,29495,0,University Area,0,0,412,595
16-10-2023,2023,10,0,21,0,Autumn,Cloudy,26.7,74,16.7,139,0,1,96.53,69.3,27814,0,University Area,1,0,388,583
20-02-2025,2025,2,3,15,0,Winter,Clear,11.8,57,19.6,122,0,1,118.02,81.9,15807,0,Commercial,1,0,341,768
19-06-2024,2024,6,2,21,0,Summer,Mist,39.7,51,20.7,180,0,1,115.39,83,27325,0,Commercial,1,0,352,407
11-08-2025,2025,8,0,7,0,Summer,Mist,42.7,42,5.9,61,1,0,99.75,62.8,32245,1,Tourist Area,0,0,463,542
02-05-2025,2025,5,4,12,0,Spring,Cloudy,19.8,56,18.3,112,0,1,104.56,86.3,9486,1,Tourist Area,0,0,340,770
13-06-2023,2023,6,1,6,0,Summer,Clear,30.4,58,14.3,139,0,1,100.31,60.8,32649,1,Residential,0,0,105,479
18-12-2023,2023,12,0,10,0,Winter,Clear,15.5,54,13.8,94,0,1,114.15,80,35968,1,Residential,0,0,189,842
03-04-2025,2025,4,3,8,0,Spring,Light Rain,28.6,86,19.6,135,0,1,112.37,32.6,18216,0,Tourist Area,1,0,403,577
13-06-2024,2024,6,3,8,0,Summer,Cloudy,33.7,52,11.4,143,0,1,110.57,51.2,46554,0,University Area,1,0,292,722
02-12-2023,2023,12,5,7,1,Winter,Mist,20.6,31,8.8,211,0,0,88.61,69.8,10746,1,Commercial,1,0,84,509
14-08-2024,2024,8,2,8,0,Summer,Light Rain,38.2,71,27.6,163,0,1,100.65,65.1,14014,0,University Area,1,0,107,404
01-01-2024,2024,1,0,15,0,Winter,Clear,21.9,77,6,152,0,1,113,68.4,9059,0,Business District,1,0,230,820
10-07-2024,2024,7,2,8,0,Summer,Clear,33.1,46,5.3,134,0,1,109.15,55.4,45395,0,University Area,1,0,167,785
10-03-2024,2024,3,6,10,1,Spring,Light Rain,26.3,94,25.6,71,0,0,95.56,60,5686,1,Residential,1,0,475,388
23-12-2024,2024,12,0,18,0,Winter,Clear,15.4,57,14.5,35,0,1,107.27,16.7,12627,1,Commercial,0,0,418,653
08-08-2024,2024,8,3,11,0,Summer,Clear,39.5,66,21.6,160,0,1,105.12,56.1,29332,0,Commercial,1,0,394,580
27-09-2024,2024,9,4,17,0,Monsoon,Mist,32.8,51,15.7,97,0,1,92.93,36.6,33689,0,Business District,0,0,270,433
15-11-2025,2025,11,5,7,1,Autumn,Clear,23.7,76,8.4,113,0,0,92.84,39.8,7041,0,Residential,0,0,151,464
20-04-2025,2025,4,6,6,1,Spring,Cloudy,29.5,76,9,87,0,0,95.01,81.8,18772,0,University Area,0,0,235,437
27-05-2023,2023,5,5,20,1,Spring,Mist,29.6,48,15.2,65,0,0,100.5,49,46095,0,Commercial,0,0,477,578
15-08-2023,2023,8,1,6,0,Summer,Cloudy,35.6,68,13.8,225,0,1,104.85,18.8,15568,0,Commercial,0,0,409,300
29-12-2025,2025,12,0,12,0,Winter,Light Rain,12.8,84,24.5,123,0,1,92.38,83.9,44933,0,Residential,1,0,397,388
04-04-2025,2025,4,4,19,0,Spring,Light Rain,23.6,86,11.5,126,0,1,95.23,58.2,26142,0,Residential,0,0,210,475
10-09-2024,2024,9,1,8,0,Monsoon,Heavy Rain,37.2,78,13.7,219,0,1,107.73,84.9,39875,1,Residential,1,0,160,331
01-08-2024,2024,8,3,5,0,Summer,Cloudy,35,39,14.2,141,0,1,115.82,25.6,17244,0,Residential,1,0,243,382
24-04-2023,2023,4,0,15,0,Spring,Clear,22.6,74,5.7,113,0,1,104.66,29.2,20259,0,University Area,1,0,262,302
05-02-2023,2023,2,6,10,1,Winter,Cloudy,18.1,39,18.6,110,0,0,106.78,50.6,22831,0,Residential,1,0,445,544
14-01-2024,2024,1,6,7,1,Winter,Mist,17.1,56,6.1,124,0,0,94.62,60.1,21879,0,University Area,0,0,438,423
13-08-2024,2024,8,1,14,0,Summer,Clear,42.5,73,17.8,120,0,1,99.04,50.6,19450,0,Commercial,0,0,156,398
13-09-2024,2024,9,4,15,0,Monsoon,Clear,31.3,41,12.4,146,0,1,97.63,62.6,14809,0,Residential,1,0,234,408
12-06-2023,2023,6,0,5,0,Summer,Clear,38.6,54,12.1,127,0,1,104.27,53.9,19394,0,Commercial,1,0,417,502
15-11-2023,2023,11,2,18,0,Autumn,Clear,30.9,49,14.8,145,0,1,110.39,30,42107,0,Residential,0,0,267,709
04-05-2024,2024,5,5,6,1,Spring,Clear,19.9,50,18.1,102,0,0,115.89,75.5,25226,1,Residential,0,0,434,600
02-03-2023,2023,3,3,7,0,Spring,Heavy Rain,27.4,77,18.9,164,0,1,111.99,79.6,33625,1,Commercial,0,1,226,603
05-01-2025,2025,1,6,12,1,Winter,Mist,14.3,51,7.6,149,0,0,83.8,93.8,21666,0,Residential,0,0,374,336
20-09-2023,2023,9,2,15,0,Monsoon,Clear,29.6,66,17.2,157,0,1,99.97,54.8,15453,1,Tourist Area,1,0,97,492
19-01-2024,2024,1,4,18,0,Winter,Heavy Rain,14.3,72,25.9,135,0,1,103.94,67.4,18275,0,Business District,1,0,299,369
12-10-2023,2023,10,3,8,0,Autumn,Clear,18,76,9,156,0,1,97.68,67.8,37849,0,Residential,1,0,96,734
31-12-2024,2024,12,1,15,0,Winter,Cloudy,17.1,80,16.8,130,0,1,106.06,73.2,42120,0,Commercial,1,0,433,653
07-11-2025,2025,11,4,15,0,Autumn,Clear,15,51,16.8,182,0,1,92.47,72.3,27138,0,Residential,0,0,495,601
18-01-2024,2024,1,3,14,0,Winter,Cloudy,11.6,49,13.9,126,0,1,100.25,65.5,44553,1,Tourist Area,1,0,436,782
16-01-2024,2024,1,1,20,0,Winter,Cloudy,15.1,67,9.1,46,0,1,104.84,79,39319,0,Commercial,0,0,473,707
13-02-2025,2025,2,3,21,0,Winter,Clear,17.1,31,18.7,182,0,1,87.6,49.3,43309,0,Business District,0,0,142,526
22-07-2023,2023,7,5,6,1,Summer,Clear,39.8,42,21.2,174,0,0,102.18,35.3,31077,0,Business District,1,0,190,379
28-07-2024,2024,7,6,22,1,Summer,Clear,35.6,67,19.2,57,0,0,118.57,63,16222,0,Tourist Area,0,0,128,399
21-03-2023,2023,3,1,14,0,Spring,Clear,27.7,73,14.4,111,0,1,109.44,40.5,5565,0,Residential,0,0,451,658
19-07-2024,2024,7,4,6,0,Summer,Cloudy,30.3,67,7.1,106,0,1,102.67,85,48629,0,Commercial,1,0,280,532
14-01-2024,2024,1,6,14,1,Winter,Clear,15.9,73,17,137,0,0,95.9,75.1,48780,0,University Area,1,0,382,1280
10-02-2025,2025,2,0,5,0,Winter,Clear,17.3,45,20.7,106,1,0,120.28,10.1,28061,0,Commercial,0,0,373,440
13-04-2024,2024,4,5,12,1,Spring,Cloudy,24.3,34,13.9,116,0,0,112,98.9,29048,0,Residential,1,0,61,704
30-12-2024,2024,12,0,6,0,Winter,Mist,15.4,64,11.7,92,0,1,102.18,25.9,39381,0,Tourist Area,0,0,78,388
05-10-2025,2025,10,6,18,1,Autumn,Light Rain,17.5,78,24.8,103,0,0,106.02,64.6,24776,0,Residential,0,0,357,307
30-08-2023,2023,8,2,9,0,Summer,Cloudy,35.2,60,12.7,85,0,1,105.09,73.8,30659,1,Commercial,0,0,467,670
28-04-2024,2024,4,6,16,1,Spring,Clear,25.9,53,21.2,68,0,0,91.88,92.6,31449,1,Commercial,0,1,397,739
29-10-2025,2025,10,2,13,0,Autumn,Mist,19,33,19.4,74,0,1,107.81,82.7,49688,0,University Area,1,0,472,765
22-12-2025,2025,12,0,8,0,Winter,Cloudy,15.9,63,18.7,122,1,0,103.69,59.1,10594,1,Tourist Area,0,0,383,502
04-03-2025,2025,3,1,6,0,Spring,Clear,33,48,6.8,149,0,1,102.06,71.6,13838,0,Residential,1,0,224,556
14-12-2024,2024,12,5,12,1,Winter,Clear,20.2,42,5.9,186,0,0,111.98,65.9,41896,0,Commercial,0,0,153,630
19-06-2024,2024,6,2,7,0,Summer,Heavy Rain,38,95,16.5,117,0,1,102.61,38.4,40948,0,Commercial,1,0,429,294
13-09-2023,2023,9,2,19,0,Monsoon,Light Rain,31.4,83,25.7,102,0,1,102.44,70,40298,0,Residential,1,0,488,384
30-03-2024,2024,3,5,17,1,Spring,Mist,27.4,53,8,80,0,0,95.91,41.7,31907,0,Business District,0,0,86,596
05-01-2025,2025,1,6,11,1,Winter,Cloudy,12.8,63,21.7,99,0,0,93.16,50.4,41120,0,University Area,0,0,388,416
27-06-2023,2023,6,1,8,0,Summer,Cloudy,31.1,84,9.6,132,0,1,111.58,43.7,32634,1,Residential,0,0,333,542
17-08-2024,2024,8,5,10,1,Summer,Light Rain,34.2,80,26.1,135,0,0,97.75,55.1,38813,0,Residential,1,0,88,242
16-01-2023,2023,1,0,15,0,Winter,Cloudy,22.4,76,16.5,107,0,1,95.99,85.3,46279,1,Residential,0,0,394,620
04-07-2023,2023,7,1,20,0,Summer,Clear,38.7,44,5.1,203,0,1,98.08,51,12659,1,Residential,0,0,339,567
20-06-2024,2024,6,3,20,0,Summer,Clear,27.5,60,11.2,116,0,1,95.87,34.2,24633,1,Commercial,1,0,272,724
07-01-2024,2024,1,6,11,1,Winter,Heavy Rain,17.2,92,20.4,74,0,0,115.5,60.8,7091,1,University Area,1,0,68,191
30-12-2025,2025,12,1,16,0,Winter,Clear,12.9,83,6.5,129,0,1,107.03,47.3,29559,0,University Area,1,0,91,593
06-03-2024,2024,3,2,12,0,Spring,Clear,30.9,42,21.5,162,0,1,104.61,35.9,40675,1,Residential,1,0,126,737
27-05-2024,2024,5,0,7,0,Spring,Light Rain,34.5,84,11,139,0,1,91.84,50.1,37123,0,Residential,1,0,457,501
02-08-2025,2025,8,5,11,1,Summer,Clear,37,71,12,154,0,0,91.39,64.3,26879,1,Residential,1,0,353,441
11-05-2025,2025,5,6,10,1,Spring,Cloudy,30.9,57,16,119,0,0,109.26,57.7,20012,0,Residential,1,0,237,652
01-06-2024,2024,6,5,22,1,Summer,Mist,38.9,47,8,133,0,0,106.75,49.1,15668,0,Residential,0,0,57,79
11-05-2025,2025,5,6,8,1,Spring,Cloudy,24.1,42,9.6,69,0,0,110.33,70.9,10645,0,University Area,0,0,240,658
12-11-2023,2023,11,6,8,1,Autumn,Clear,25.2,71,21.3,137,0,0,98.18,66,46754,0,Business District,1,0,171,790
04-07-2025,2025,7,4,20,0,Summer,Mist,42.6,65,19.4,106,0,1,101,52.7,28128,0,University Area,0,0,197,393
03-03-2023,2023,3,4,8,0,Spring,Light Rain,24,75,19.2,139,0,1,104.82,84.7,48853,0,Commercial,0,1,51,669
26-04-2023,2023,4,2,18,0,Spring,Clear,23.2,75,8.2,158,0,1,95.57,59.4,37992,0,Residential,0,0,151,713
19-04-2023,2023,4,2,10,0,Spring,Mist,36.4,70,21.2,80,1,0,103.59,69.8,39284,0,Residential,0,0,403,520
18-05-2024,2024,5,5,5,1,Spring,Cloudy,28.9,75,20.5,194,0,0,103.98,75.7,36490,0,Commercial,1,0,436,547
13-03-2023,2023,3,0,19,0,Spring,Clear,33.2,63,21,93,0,1,102.56,74.1,8549,0,Residential,0,0,281,668
11-10-2025,2025,10,5,18,1,Autumn,Mist,23.2,42,14.1,133,0,0,103.82,98.6,45114,0,Business District,1,0,51,766
02-05-2025,2025,5,4,16,0,Spring,Clear,33.4,80,7.6,117,0,1,95.85,85.6,26921,0,Business District,1,0,433,798
05-08-2025,2025,8,1,18,0,Summer,Light Rain,38.7,76,21.4,170,0,1,114.34,59.2,23774,0,Business District,0,0,257,458
10-06-2024,2024,6,0,21,0,Summer,Clear,36.3,58,15.3,130,0,1,107.69,83.8,16174,0,University Area,1,0,65,517
26-11-2023,2023,11,6,5,1,Autumn,Clear,26.2,74,18.1,133,0,0,114.3,39,46223,0,Residential,1,0,194,568
15-06-2023,2023,6,3,14,0,Summer,Mist,38.1,65,10.1,123,0,1,99.74,73.5,26135,0,Residential,0,0,398,407
03-12-2023,2023,12,6,21,1,Winter,Clear,15.7,31,13.1,111,0,0,93.66,62.3,24891,1,Commercial,0,0,320,486
05-05-2024,2024,5,6,8,1,Spring,Cloudy,27.1,66,10.1,135,0,0,98.03,68.6,27651,0,Tourist Area,1,0,472,726
31-01-2024,2024,1,2,7,0,Winter,Clear,9.5,83,16.4,131,0,1,107.18,38.4,48435,1,Tourist Area,1,0,233,855
28-11-2025,2025,11,4,9,0,Autumn,Heavy Rain,23.1,72,20.9,209,0,1,97.18,36.6,16797,1,Residential,0,0,373,247
20-08-2025,2025,8,2,18,0,Summer,Clear,42,36,21.3,85,1,0,101.7,50.1,46236,0,Commercial,0,0,182,496
20-07-2025,2025,7,6,15,1,Summer,Light Rain,37.3,72,28.9,82,0,0,101.51,76.4,37986,0,Commercial,1,0,445,272
23-07-2025,2025,7,2,15,0,Summer,Mist,43.3,48,6.8,119,0,1,103.84,39.3,12972,1,Tourist Area,0,0,289,416
09-08-2024,2024,8,4,10,0,Summer,Clear,32.6,35,12.5,70,0,1,107.89,51.6,24157,0,University Area,0,0,399,687
30-01-2023,2023,1,0,12,0,Winter,Clear,19.4,44,21.7,99,0,1,96.26,61.1,9137,0,Tourist Area,0,0,496,554
14-02-2024,2024,2,2,10,0,Winter,Mist,18.3,37,7.8,135,0,1,109.64,49.5,49371,0,Residential,1,0,443,695
25-01-2025,2025,1,5,12,1,Winter,Clear,13.7,34,7.2,102,0,0,104.05,59,20966,0,Tourist Area,1,0,51,626
21-11-2025,2025,11,4,7,0,Autumn,Mist,25.1,46,12.9,72,0,1,90.6,35.1,24225,1,Residential,1,0,385,690
22-09-2024,2024,9,6,18,1,Monsoon,Clear,29.5,50,5.3,139,0,0,106.05,76.1,44130,1,University Area,0,0,68,631
11-11-2024,2024,11,0,18,0,Autumn,Cloudy,26.6,70,10.5,116,0,1,104.69,68.9,18195,0,Commercial,1,0,379,827
14-12-2025,2025,12,6,13,1,Winter,Heavy Rain,15.1,88,24.3,122,0,0,119.53,32.5,45308,0,Residential,1,0,164,178
23-05-2024,2024,5,3,9,0,Spring,Clear,22.2,63,15.1,91,0,1,95.79,59.1,8075,0,Residential,1,0,130,650
17-07-2024,2024,7,2,16,0,Summer,Heavy Rain,34.5,76,11.7,147,0,1,116.86,49,23964,1,Residential,1,0,370,348
28-06-2025,2025,6,5,18,1,Summer,Clear,43.7,74,21,136,0,0,106.46,61.4,20560,0,Residential,0,0,343,342
01-09-2024,2024,9,6,7,1,Monsoon,Clear,33.1,46,5.7,70,0,0,98.02,78.5,38713,0,Tourist Area,0,0,75,536
21-04-2023,2023,4,4,20,0,Spring,Clear,30.5,68,11.8,94,0,1,98.37,70.9,26642,0,Commercial,0,0,115,755
26-02-2024,2024,2,0,15,0,Winter,Cloudy,12.9,61,11,115,0,1,107.64,47.4,7765,0,Residential,0,0,152,408
10-06-2023,2023,6,5,15,1,Summer,Clear,38.7,49,7.3,64,0,0,110.07,56.1,5400,1,Residential,1,0,416,532
16-02-2025,2025,2,6,21,1,Winter,Cloudy,12,42,10.9,69,0,0,127.72,69.1,21409,0,University Area,1,0,444,597
13-12-2023,2023,12,2,18,0,Winter,Light Rain,11.3,85,28.4,101,0,1,95.56,68.2,26153,0,Tourist Area,1,0,440,448
28-09-2024,2024,9,5,5,1,Monsoon,Clear,30.4,52,18.7,166,0,0,92.24,57.5,8390,0,Residential,1,0,51,105
06-11-2025,2025,11,3,11,0,Autumn,Light Rain,24.3,87,29,168,0,1,108.22,59.7,29378,1,Commercial,1,0,403,538
20-12-2023,2023,12,2,20,0,Winter,Clear,19.2,47,15.7,101,0,1,101.25,53.1,34840,0,Residential,0,0,233,602
19-05-2025,2025,5,0,6,0,Spring,Cloudy,32.9,39,11.5,30,0,1,103.68,71.8,21510,0,Commercial,1,0,249,678
10-04-2025,2025,4,3,20,0,Spring,Clear,26.5,41,18.9,120,0,1,93.69,59.2,7295,0,Business District,0,0,63,750
28-02-2025,2025,2,4,7,0,Winter,Cloudy,17.4,66,12.8,61,0,1,119.13,68.4,11024,0,Residential,0,0,59,577
14-04-2024,2024,4,6,5,1,Spring,Clear,29,30,19.4,166,0,0,107.77,75.3,47063,0,Residential,1,0,69,671
26-07-2023,2023,7,2,9,0,Summer,Clear,41,31,12.2,155,0,1,99.03,89.9,23101,0,Business District,1,0,172,723
18-12-2025,2025,12,3,6,0,Winter,Heavy Rain,14.9,88,21.5,108,0,1,110.42,30.8,45975,0,Commercial,1,0,460,238
08-07-2024,2024,7,0,15,0,Summer,Mist,37.3,48,15.6,115,1,0,105.77,89.5,44595,0,Residential,1,0,430,470
03-03-2023,2023,3,4,22,0,Spring,Cloudy,34.7,30,20.7,80,0,1,99.21,59,10594,0,Commercial,1,0,271,547
24-08-2024,2024,8,5,14,1,Summer,Heavy Rain,31.9,87,10.8,142,0,0,102.54,61.2,25831,0,Residential,0,0,143,5
24-08-2023,2023,8,3,20,0,Summer,Light Rain,44.4,76,25.9,74,0,1,97.1,91.3,20635,0,Commercial,0,0,81,268
07-09-2024,2024,9,5,16,1,Monsoon,Clear,29.6,84,21,129,0,0,111.62,51.6,29006,0,University Area,1,0,277,370
06-12-2023,2023,12,2,17,0,Winter,Cloudy,18.2,63,13.2,153,0,1,115.73,68.6,45736,1,Tourist Area,1,0,216,882
25-05-2025,2025,5,6,7,1,Spring,Clear,26,54,19.2,107,0,0,97.23,60.9,30592,0,Business District,0,1,436,831
09-11-2025,2025,11,6,18,1,Autumn,Cloudy,24.9,30,5.8,207,0,0,102.79,55.7,8741,0,Residential,1,0,222,522
22-04-2023,2023,4,5,14,1,Spring,Light Rain,29.3,91,12.4,36,0,0,95.81,88.2,26731,0,Residential,0,0,443,338
14-06-2024,2024,6,4,20,0,Summer,Clear,29.4,39,13.2,187,0,1,103.35,83.3,25454,0,Business District,0,0,313,714
13-03-2024,2024,3,2,8,0,Spring,Clear,24.9,82,14.5,149,0,1,105.65,61.9,40894,0,University Area,1,0,378,875
14-08-2023,2023,8,0,17,0,Summer,Cloudy,33.1,57,6.1,117,0,1,98.33,54.5,19161,0,Residential,1,0,212,542
11-05-2023,2023,5,3,12,0,Spring,Clear,31.2,51,10.9,91,0,1,93.1,79.5,49169,0,Commercial,0,0,223,760
13-07-2024,2024,7,5,21,1,Summer,Clear,31,41,18.7,184,0,0,92.06,53,37426,0,Business District,0,0,60,352
19-01-2024,2024,1,4,16,0,Winter,Clear,22.7,39,10.7,81,1,0,99.02,38.4,23769,0,University Area,0,0,482,505
04-12-2023,2023,12,0,19,0,Winter,Mist,10.3,76,7.9,164,0,1,103.49,84.1,11879,0,University Area,1,0,257,623
19-05-2023,2023,5,4,11,0,Spring,Mist,31.2,42,15.9,124,0,1,111.01,73.7,7755,1,University Area,1,0,191,741
18-09-2024,2024,9,2,8,0,Monsoon,Clear,30.8,52,8.3,104,0,1,98.12,67.5,16483,0,Commercial,1,0,233,543
18-09-2024,2024,9,2,5,0,Monsoon,Cloudy,31.6,68,21.1,126,0,1,96.06,94.7,47163,0,Business District,1,0,190,456
02-09-2025,2025,9,1,7,0,Monsoon,Clear,30.2,51,7,154,0,1,95.63,71,21302,0,Residential,0,0,487,552
12-03-2024,2024,3,1,15,0,Spring,Light Rain,19,75,25.5,154,0,1,95.89,57.9,46547,0,University Area,0,0,333,391
01-12-2024,2024,12,6,22,1,Winter,Mist,16.8,36,19,163,0,0,114.3,44.2,25022,0,Commercial,1,0,166,382
15-05-2023,2023,5,0,12,0,Spring,Cloudy,28,42,6.8,118,0,1,98.88,41.5,23173,0,Tourist Area,0,0,385,599
06-03-2024,2024,3,2,12,0,Spring,Clear,15.6,80,12.2,89,0,1,98.69,82,8959,0,Business District,1,0,313,744
30-10-2024,2024,10,2,20,0,Autumn,Mist,26.8,72,13.2,58,0,1,110.17,27.8,16144,0,Residential,1,0,121,592
15-06-2025,2025,6,6,16,1,Summer,Cloudy,28.3,66,9.3,117,0,0,104.45,48.9,8906,0,University Area,0,0,119,223
01-11-2024,2024,11,4,15,0,Autumn,Cloudy,32.4,35,15.7,107,0,1,90.89,57.8,13099,0,Residential,1,0,289,529
05-03-2025,2025,3,2,20,0,Spring,Clear,29.6,41,13.7,192,0,1,98.01,39.3,7730,0,Residential,1,0,254,611
10-11-2023,2023,11,4,14,0,Autumn,Cloudy,18,69,11.1,138,0,1,92.5,55.7,34950,0,Business District,1,0,165,692
03-02-2025,2025,2,0,22,0,Winter,Mist,13.6,42,22,100,0,1,94.72,60,32211,0,Business District,1,0,74,487
29-08-2024,2024,8,3,22,0,Summer,Cloudy,35.9,56,13.1,134,0,1,101.21,47.6,24030,0,Business District,0,0,448,376
12-11-2023,2023,11,6,11,1,Autumn,Heavy Rain,27.4,77,15.9,151,0,0,102.57,75.5,34806,1,Commercial,0,1,393,410
26-05-2023,2023,5,4,11,0,Spring,Clear,21.9,65,20.7,151,0,1,104.32,69.3,35514,0,Business District,0,0,194,713
27-04-2023,2023,4,3,20,0,Spring,Clear,25.6,57,19.5,138,0,1,93.24,69.4,27450,0,University Area,0,0,225,687
01-07-2025,2025,7,1,9,0,Summer,Cloudy,43.7,34,7.8,147,0,1,114.96,96.2,9138,0,University Area,1,0,225,659
16-07-2024,2024,7,1,22,0,Summer,Light Rain,33.6,80,23,148,0,1,110.12,54.4,7236,0,Business District,0,0,397,234
07-11-2025,2025,11,4,12,0,Autumn,Heavy Rain,35.6,84,19.6,76,0,1,107.54,58,33962,0,University Area,1,0,403,364
26-05-2024,2024,5,6,6,1,Spring,Heavy Rain,23.6,73,28.4,174,0,0,96.76,51,34355,0,Commercial,0,0,69,52
26-03-2025,2025,3,2,17,0,Spring,Clear,27.3,41,12.2,99,0,1,99.53,42.1,36775,1,Commercial,0,0,211,795
09-12-2025,2025,12,1,21,0,Winter,Clear,14.1,74,9.3,77,0,1,105.29,98.8,37839,1,Tourist Area,0,0,267,767
02-01-2025,2025,1,3,22,0,Winter,Mist,13.3,73,15,96,0,1,108.69,69.7,44987,0,Commercial,1,0,346,581
04-04-2025,2025,4,4,17,0,Spring,Heavy Rain,21.7,94,26.6,140,0,1,106.87,42.6,33309,1,University Area,1,0,211,512
20-09-2025,2025,9,5,19,1,Monsoon,Clear,32.9,70,11.5,82,0,0,101.37,99.3,15839,0,Commercial,0,0,274,522
24-03-2024,2024,3,6,17,1,Spring,Mist,26.1,63,5.4,167,0,0,98.07,42.2,25301,1,Residential,1,0,367,629
11-09-2024,2024,9,2,15,0,Monsoon,Cloudy,27.9,64,14.5,96,0,1,102,59.4,37741,1,Tourist Area,1,0,350,590
26-04-2025,2025,4,5,17,1,Spring,Clear,36.5,47,5.4,134,0,0,93.9,41.7,12104,0,Commercial,1,0,459,601
29-10-2023,2023,10,6,11,1,Autumn,Clear,19.8,35,11.7,102,0,0,100.9,79.8,10441,0,Commercial,0,0,365,521
13-09-2024,2024,9,4,14,0,Monsoon,Light Rain,33.6,94,27.3,171,0,1,97.52,42.8,9165,0,Residential,0,0,456,19
